area,Average_Speed,Vehicle_Density,Hour_of_Day,Day_of_Week,Is_Peak_Hour,Weather_Condition
Kothrud,25.393502884420645,127.5,16,Sat,0,Rainy
Hinjewadi,6.569566035430545,127.5,11,Sat,1,Rainy
Swargate,12.317936316432268,112.2,11,Sat,1,Rainy
University Circle,4.927174526572908,142.79999999999998,11,Sat,1,Rainy
Hadapsar,12.317936316432268,73.44,11,Sat,1,Rainy
Kothrud,20.11929598350604,95.625,11,Sat,1,Rainy
Hinjewadi,20.026279008254114,187.5,2,Thu,0,Clear
Swargate,25.03284876031764,165.0,2,Thu,0,Clear
University Circle,20.026279008254114,210.0,2,Thu,0,Clear
Hadapsar,30.039418512381168,135.0,2,Thu,0,Clear
Kothrud,35.045988264444695,112.5,2,Thu,0,Clear
Hinjewadi,24.9020563762034,160.0,19,Sun,1,Clear
Swargate,31.12757047025425,197.12,19,Sun,1,Clear
University Circle,24.9020563762034,179.2,19,Sun,1,Clear
Hadapsar,37.3530845643051,92.16000000000001,19,Sun,1,Clear
Kothrud,43.57859865835594,120.0,19,Sun,1,Clear
Hinjewadi,22.1461188197784,74.75,22,Fri,0,Clear
Swargate,27.682648524723,50.6,22,Fri,0,Clear
University Circle,22.1461188197784,64.39999999999999,22,Fri,0,Clear
Hadapsar,33.2191782296676,41.4,22,Fri,0,Clear
Kothrud,38.7557079346122,34.5,22,Fri,0,Clear
Hinjewadi,4.259031495912831,175.0,9,Mon,1,Rainy
Swargate,7.9856840548365575,154.0,9,Mon,1,Rainy
University Circle,3.194273621934623,196.0,9,Mon,1,Rainy
Hadapsar,7.9856840548365575,126.0,9,Mon,1,Rainy
Kothrud,13.043283956233044,105.0,9,Mon,1,Rainy
Hinjewadi,29.494683495809944,452.5,9,Sat,1,Clear
Swargate,36.86835436976243,398.20000000000005,9,Sat,1,Clear
University Circle,29.494683495809944,506.79999999999995,9,Sat,1,Clear
Hadapsar,44.24202524371491,260.64000000000004,9,Sat,1,Clear
Kothrud,51.6156961176674,339.375,9,Sat,1,Clear
Hinjewadi,32.21268957927676,457.5,18,Thu,1,Clear
Swargate,40.265861974095955,402.6,18,Thu,1,Clear
University Circle,32.21268957927676,512.4,18,Thu,1,Clear
Hadapsar,48.31903436891515,329.40000000000003,18,Thu,1,Clear
Kothrud,56.37220676373433,274.5,18,Thu,1,Clear
Hinjewadi,36.357481409791774,50.0,19,Thu,1,Clear
Swargate,45.44685176223972,44.0,19,Thu,1,Clear
University Circle,36.357481409791774,56.0,19,Thu,1,Clear
Hadapsar,54.53622211468766,36.0,19,Thu,1,Clear
Kothrud,63.6255924671356,30.0,19,Thu,1,Clear
Hinjewadi,34.06028546141061,157.5,14,Thu,0,Clear
Swargate,42.57535682676326,138.60000000000002,14,Thu,0,Clear
University Circle,34.06028546141061,176.39999999999998,14,Thu,0,Clear
Hadapsar,51.090428192115915,113.4,14,Thu,0,Clear
Kothrud,59.60549955746856,94.5,14,Thu,0,Clear
Hinjewadi,15.740585411612456,240.5,14,Fri,0,Clear
Swargate,19.675731764515568,162.8,14,Fri,0,Clear
University Circle,15.740585411612456,207.2,14,Fri,0,Clear
Hadapsar,23.610878117418682,133.20000000000002,14,Fri,0,Clear
Kothrud,27.546024470321793,111.0,14,Fri,0,Clear
Hinjewadi,12.036405056516868,190.0,17,Sun,1,Clear
Swargate,15.045506320646084,234.08,17,Sun,1,Clear
University Circle,12.036405056516868,212.79999999999998,17,Sun,1,Clear
Hadapsar,18.0546075847753,109.44000000000001,17,Sun,1,Clear
Kothrud,21.063708848904515,142.5,17,Sun,0,Clear
Hinjewadi,26.665831941894545,50.0,0,Sun,0,Clear
Swargate,33.33228992736818,61.599999999999994,0,Sun,0,Clear
University Circle,26.665831941894545,56.0,0,Sun,0,Clear
Hadapsar,39.998747912841814,28.8,0,Sun,0,Clear
Kothrud,46.66520589831545,37.5,0,Sun,0,Clear
Hinjewadi,35.25060480055159,110.5,20,Fri,1,Clear
Swargate,44.06325600068949,74.80000000000001,20,Fri,1,Clear
University Circle,35.25060480055159,95.19999999999999,20,Fri,1,Clear
Hadapsar,52.87590720082739,61.2,20,Fri,1,Clear
Kothrud,61.688558400965285,51.0,20,Fri,1,Clear
Hinjewadi,10.797337851874685,180.0,4,Tue,0,Clear
Swargate,13.496672314843355,158.4,4,Tue,0,Clear
University Circle,10.797337851874685,201.6,4,Tue,0,Clear
Hadapsar,16.196006777812027,129.6,4,Tue,0,Clear
Kothrud,18.895341240780695,108.0,4,Tue,0,Clear
Hinjewadi,34.13694292818035,120.0,1,Tue,0,Clear
Swargate,42.67117866022544,105.60000000000001,1,Tue,0,Clear
University Circle,34.13694292818035,134.39999999999998,1,Tue,0,Clear
Hadapsar,51.205414392270534,86.4,1,Tue,0,Clear
Kothrud,59.73965012431562,72.0,1,Tue,0,Clear
Hinjewadi,13.52915828331512,345.0,2,Mon,0,Rainy
Swargate,25.36717178121585,303.6,2,Mon,0,Rainy
University Circle,10.146868712486338,386.4,2,Mon,0,Rainy
Hadapsar,25.36717178121585,248.4,2,Mon,0,Rainy
Kothrud,41.43304724265255,207.0,2,Mon,0,Rainy
Hinjewadi,27.22918418109076,300.0,12,Sat,0,Clear
Swargate,34.036480226363445,264.0,12,Sat,1,Clear
University Circle,27.22918418109076,336.0,12,Sat,1,Clear
Hadapsar,40.84377627163613,172.8,12,Sat,0,Clear
Kothrud,47.65107231690882,225.0,12,Sat,0,Clear
Hinjewadi,10.220610748933868,267.5,21,Mon,1,Foggy
Swargate,12.775763436167335,235.4,21,Mon,1,Foggy
University Circle,10.220610748933868,299.59999999999997,21,Mon,1,Foggy
Hadapsar,15.330916123400801,192.6,21,Mon,0,Foggy
Kothrud,18.0,160.5,21,Mon,1,Foggy
Hinjewadi,3.7156546403583812,335.0,5,Mon,0,Rainy
Swargate,7.199999999999999,294.8,5,Mon,0,Rainy
University Circle,2.7867409802687857,375.2,5,Mon,0,Rainy
Hadapsar,7.5,241.20000000000002,5,Mon,0,Rainy
Kothrud,12.6,201.0,5,Mon,0,Rainy
Hinjewadi,12.57094287405862,232.5,20,Sat,1,Clear
Swargate,15.713678592573274,204.60000000000002,20,Sat,1,Clear
University Circle,12.57094287405862,260.4,20,Sat,1,Clear
Hadapsar,18.856414311087928,133.92000000000002,20,Sat,1,Clear
Kothrud,21.999150029602582,174.375,20,Sat,1,Clear
Hinjewadi,28.746176238467058,387.5,22,Tue,0,Clear
Swargate,35.93272029808382,341.0,22,Tue,0,Clear
University Circle,28.746176238467058,434.0,22,Tue,0,Clear
Hadapsar,43.11926435770059,279.0,22,Tue,0,Clear
Kothrud,50.30580841731735,232.5,22,Tue,0,Clear
Hinjewadi,11.731481301670847,105.0,0,Sat,0,Rainy
Swargate,21.996527440632835,92.4,0,Sat,0,Rainy
University Circle,8.798610976253135,117.6,0,Sat,0,Rainy
Hadapsar,21.996527440632835,60.48000000000001,0,Sat,0,Rainy
Kothrud,35.927661486366965,78.75,0,Sat,0,Rainy
Hinjewadi,9.029054787173642,312.5,0,Sat,0,Rainy
Swargate,16.929477725950576,275.0,0,Sat,0,Rainy
University Circle,6.771791090380232,350.0,0,Sat,0,Rainy
Hadapsar,16.929477725950576,180.0,0,Sat,0,Rainy
Kothrud,27.651480285719273,234.375,0,Sat,0,Rainy
Hinjewadi,8.22343238017114,282.75,14,Fri,0,Clear
Swargate,12.0,191.4,14,Fri,0,Clear
University Circle,8.22343238017114,243.6,14,Fri,0,Clear
Hadapsar,15.0,156.6,14,Fri,0,Clear
Kothrud,18.0,130.5,14,Fri,0,Clear
Hinjewadi,10.83477856529336,242.5,5,Sat,0,Rainy
Swargate,20.315209809925047,213.4,5,Sat,0,Rainy
University Circle,8.12608392397002,271.59999999999997,5,Sat,0,Rainy
Hadapsar,20.315209809925047,139.68,5,Sat,0,Rainy
Kothrud,33.18150935621091,181.875,5,Sat,0,Rainy
Hinjewadi,7.205214645934699,377.5,13,Tue,0,Rainy
Swargate,13.509777461127557,332.20000000000005,13,Tue,1,Rainy
University Circle,5.403910984451024,422.79999999999995,13,Tue,0,Rainy
Hadapsar,13.509777461127557,271.8,13,Tue,0,Rainy
Kothrud,22.06596985317501,226.5,13,Tue,0,Rainy
Hinjewadi,7.400697379809434,347.5,7,Mon,0,Rainy
Swargate,13.876307587142689,305.8,7,Mon,0,Rainy
University Circle,5.550523034857075,389.2,7,Mon,0,Rainy
Hadapsar,13.876307587142689,250.20000000000002,7,Mon,0,Rainy
Kothrud,22.66463572566639,208.5,7,Mon,0,Rainy
Hinjewadi,9.58738906718345,78.0,21,Fri,1,Clear
Swargate,12.0,52.800000000000004,21,Fri,1,Clear
University Circle,9.58738906718345,67.19999999999999,21,Fri,1,Clear
Hadapsar,15.0,43.2,21,Fri,0,Clear
Kothrud,18.0,36.0,21,Fri,1,Clear
Hinjewadi,30.132588863146182,200.0,17,Thu,1,Clear
Swargate,37.665736078932724,176.0,17,Thu,1,Clear
University Circle,30.132588863146182,224.0,17,Thu,1,Clear
Hadapsar,45.198883294719266,144.0,17,Thu,1,Clear
Kothrud,52.73203051050581,120.0,17,Thu,0,Clear
Hinjewadi,27.154015782968315,225.0,13,Sun,0,Clear
Swargate,33.942519728710394,277.20000000000005,13,Sun,1,Clear
University Circle,27.154015782968315,251.99999999999997,13,Sun,0,Clear
Hadapsar,40.73102367445247,129.6,13,Sun,0,Clear
Kothrud,47.51952762019455,168.75,13,Sun,0,Clear
Hinjewadi,11.264239111920991,417.5,5,Tue,0,Rainy
Swargate,21.120448334851854,367.40000000000003,5,Tue,0,Rainy
University Circle,8.448179333940743,467.59999999999997,5,Tue,0,Rainy
Hadapsar,21.120448334851854,300.6,5,Tue,0,Rainy
Kothrud,34.49673228025803,250.5,5,Tue,0,Rainy
Hinjewadi,3.8116014679219887,32.5,12,Sun,0,Rainy
Swargate,7.199999999999999,40.04,12,Sun,1,Rainy
University Circle,2.8587011009414915,36.4,12,Sun,1,Rainy
Hadapsar,7.5,18.720000000000002,12,Sun,0,Rainy
Kothrud,12.6,24.375,12,Sun,0,Rainy
Hinjewadi,3.202906089193671,430.0,11,Thu,1,Rainy
Swargate,7.199999999999999,378.40000000000003,11,Thu,1,Rainy
University Circle,2.4021795668952532,481.59999999999997,11,Thu,1,Rainy
Hadapsar,7.5,309.6,11,Thu,1,Rainy
Kothrud,12.6,258.0,11,Thu,1,Rainy
Hinjewadi,7.732026398145206,207.5,7,Sun,0,Rainy
Swargate,14.497549496522257,255.64000000000001,7,Sun,0,Rainy
University Circle,5.799019798608904,232.39999999999998,7,Sun,0,Rainy
Hadapsar,14.497549496522257,119.52000000000001,7,Sun,0,Rainy
Kothrud,23.679330844319686,155.625,7,Sun,0,Rainy
Hinjewadi,16.487312720085587,468.0,4,Fri,0,Clear
Swargate,20.609140900106983,316.8,4,Fri,0,Clear
University Circle,16.487312720085587,403.2,4,Fri,0,Clear
Hadapsar,24.73096908012838,259.2,4,Fri,0,Clear
Kothrud,28.852797260149774,216.0,4,Fri,0,Clear
Hinjewadi,12.675090097322247,37.5,21,Sun,1,Foggy
Swargate,15.843862621652807,46.199999999999996,21,Sun,1,Foggy
University Circle,12.675090097322247,42.0,21,Sun,1,Foggy
Hadapsar,19.012635145983367,21.6,21,Sun,0,Foggy
Kothrud,22.181407670313927,28.125,21,Sun,1,Foggy
Hinjewadi,15.921912648956365,322.5,10,Thu,1,Clear
Swargate,19.902390811195456,283.8,10,Thu,1,Clear
University Circle,15.921912648956365,361.2,10,Thu,1,Clear
Hadapsar,23.882868973434547,232.20000000000002,10,Thu,1,Clear
Kothrud,27.86334713567364,193.5,10,Thu,1,Clear
Hinjewadi,23.203210902135055,452.5,12,Sat,0,Clear
Swargate,29.00401362766882,398.20000000000005,12,Sat,1,Clear
University Circle,23.203210902135055,506.79999999999995,12,Sat,1,Clear
Hadapsar,34.80481635320258,260.64000000000004,12,Sat,0,Clear
Kothrud,40.605619078736346,339.375,12,Sat,0,Clear
Hinjewadi,18.70083772763996,282.75,6,Fri,0,Clear
Swargate,23.376047159549948,191.4,6,Fri,0,Clear
University Circle,18.70083772763996,243.6,6,Fri,0,Clear
Hadapsar,28.051256591459936,156.6,6,Fri,0,Clear
Kothrud,32.72646602336992,130.5,6,Fri,0,Clear
Hinjewadi,15.828961747350817,395.0,3,Thu,0,Clear
Swargate,19.78620218418852,347.6,3,Thu,0,Clear
University Circle,15.828961747350817,442.4,3,Thu,0,Clear
Hadapsar,23.743442621026226,284.40000000000003,3,Thu,0,Clear
Kothrud,27.70068305786393,237.0,3,Thu,0,Clear
Hinjewadi,21.928392949009726,347.5,8,Wed,1,Foggy
Swargate,27.410491186262156,305.8,8,Wed,0,Foggy
University Circle,21.928392949009726,389.2,8,Wed,1,Foggy
Hadapsar,32.892589423514586,250.20000000000002,8,Wed,0,Foggy
Kothrud,38.374687660767016,208.5,8,Wed,0,Foggy
Hinjewadi,10.411627065393333,197.5,21,Tue,1,Rainy
Swargate,19.521800747612495,173.8,21,Tue,1,Rainy
University Circle,7.8087202990449995,221.2,21,Tue,1,Rainy
Hadapsar,19.521800747612495,142.20000000000002,21,Tue,0,Rainy
Kothrud,31.885607887767073,118.5,21,Tue,1,Rainy
Hinjewadi,29.463274414163227,170.0,16,Sun,0,Foggy
Swargate,36.82909301770403,209.44000000000003,16,Sun,1,Foggy
University Circle,29.463274414163227,190.39999999999998,16,Sun,0,Foggy
Hadapsar,44.194911621244835,97.92000000000002,16,Sun,0,Foggy
Kothrud,51.560730224785644,127.5,16,Sun,0,Foggy
Hinjewadi,30.81645733957571,220.0,9,Tue,1,Clear
Swargate,38.520571674469636,193.60000000000002,9,Tue,1,Clear
University Circle,30.81645733957571,246.39999999999998,9,Tue,1,Clear
Hadapsar,46.22468600936356,158.4,9,Tue,1,Clear
Kothrud,53.92880034425749,132.0,9,Tue,1,Clear
Hinjewadi,20.460958047324013,327.5,16,Tue,0,Clear
Swargate,25.576197559155013,288.20000000000005,16,Tue,1,Clear
University Circle,20.460958047324013,366.79999999999995,16,Tue,0,Clear
Hadapsar,30.691437070986012,235.8,16,Tue,0,Clear
Kothrud,35.80667658281701,196.5,16,Tue,0,Clear
Hinjewadi,9.630359295642824,347.5,12,Mon,0,Rainy
Swargate,18.056923679330293,305.8,12,Mon,1,Rainy
University Circle,7.222769471732117,389.2,12,Mon,1,Rainy
Hadapsar,18.056923679330293,250.20000000000002,12,Mon,0,Rainy
Kothrud,29.49297534290614,208.5,12,Mon,0,Rainy
Hinjewadi,11.822205849557697,435.0,5,Wed,0,Rainy
Swargate,22.16663596792068,382.8,5,Wed,0,Rainy
University Circle,8.866654387168273,487.2,5,Wed,0,Rainy
Hadapsar,22.16663596792068,313.2,5,Wed,0,Rainy
Kothrud,36.20550541427044,261.0,5,Wed,0,Rainy
Hinjewadi,12.058247078908735,95.0,13,Sat,0,Rainy
Swargate,22.609213272953877,83.60000000000001,13,Sat,1,Rainy
University Circle,9.043685309181551,106.39999999999999,13,Sat,0,Rainy
Hadapsar,22.609213272953877,54.720000000000006,13,Sat,0,Rainy
Kothrud,36.928381679157994,71.25,13,Sat,0,Rainy
Hinjewadi,29.15245613591425,127.5,17,Sun,1,Clear
Swargate,36.44057016989281,157.07999999999998,17,Sun,1,Clear
University Circle,29.15245613591425,142.79999999999998,17,Sun,1,Clear
Hadapsar,43.72868420387137,73.44,17,Sun,1,Clear
Kothrud,51.016798237849926,95.625,17,Sun,0,Clear
Hinjewadi,26.771965385077205,270.0,14,Sun,0,Clear
Swargate,33.464956731346504,332.64,14,Sun,0,Clear
University Circle,26.771965385077205,302.4,14,Sun,0,Clear
Hadapsar,40.157948077615806,155.52,14,Sun,0,Clear
Kothrud,46.8509394238851,202.5,14,Sun,0,Clear
Hinjewadi,12.057657572056321,390.0,7,Thu,0,Clear
Swargate,15.072071965070402,343.20000000000005,7,Thu,0,Clear
University Circle,12.057657572056321,436.79999999999995,7,Thu,0,Clear
Hadapsar,18.086486358084482,280.8,7,Thu,0,Clear
Kothrud,21.10090075109856,234.0,7,Thu,0,Clear
Hinjewadi,9.613336755270694,432.5,13,Thu,0,Clear
Swargate,12.016670944088368,380.6,13,Thu,1,Clear
University Circle,9.613336755270694,484.4,13,Thu,0,Clear
Hadapsar,15.0,311.40000000000003,13,Thu,0,Clear
Kothrud,18.0,259.5,13,Thu,0,Clear
Hinjewadi,12.752217012597786,345.0,14,Thu,0,Clear
Swargate,15.940271265747231,303.6,14,Thu,0,Clear
University Circle,12.752217012597786,386.4,14,Thu,0,Clear
Hadapsar,19.128325518896677,248.4,14,Thu,0,Clear
Kothrud,22.316379772046123,207.0,14,Thu,0,Clear
Hinjewadi,12.823361868245522,480.0,10,Thu,1,Rainy
Swargate,24.043803502960348,422.40000000000003,10,Thu,1,Rainy
University Circle,9.61752140118414,537.5999999999999,10,Thu,1,Rainy
Hadapsar,24.043803502960348,345.6,10,Thu,1,Rainy
Kothrud,39.2715457215019,288.0,10,Thu,1,Rainy
Hinjewadi,6.727254736757485,578.5,4,Fri,0,Rainy
Swargate,12.613602631420282,391.6,4,Fri,0,Rainy
University Circle,5.045441052568113,498.4,4,Fri,0,Rainy
Hadapsar,12.613602631420282,320.40000000000003,4,Fri,0,Rainy
Kothrud,20.602217631319792,267.0,4,Fri,0,Rainy
Hinjewadi,39.72904882647637,77.5,13,Thu,0,Clear
Swargate,49.66131103309546,68.2,13,Thu,1,Clear
University Circle,39.72904882647637,86.8,13,Thu,0,Clear
Hadapsar,59.593573239714544,55.800000000000004,13,Thu,0,Clear
Kothrud,69.52583544633363,46.5,13,Thu,0,Clear
Hinjewadi,22.8556326316552,90.0,0,Thu,0,Clear
Swargate,28.569540789569,79.2,0,Thu,0,Clear
University Circle,22.8556326316552,100.8,0,Thu,0,Clear
Hadapsar,34.283448947482796,64.8,0,Thu,0,Clear
Kothrud,39.997357105396596,54.0,0,Thu,0,Clear
Hinjewadi,14.27193569545954,347.5,19,Thu,1,Rainy
Swargate,26.759879428986633,305.8,19,Thu,1,Rainy
University Circle,10.703951771594653,389.2,19,Thu,1,Rainy
Hadapsar,26.759879428986633,250.20000000000002,19,Thu,1,Rainy
Kothrud,43.70780306734483,208.5,19,Thu,1,Rainy
Hinjewadi,21.95987284342904,362.5,4,Wed,0,Clear
Swargate,27.449841054286296,319.0,4,Wed,0,Clear
University Circle,21.95987284342904,406.0,4,Wed,0,Clear
Hadapsar,32.93980926514355,261.0,4,Wed,0,Clear
Kothrud,38.42977747600081,217.5,4,Wed,0,Clear
Hinjewadi,23.02101894365626,177.5,11,Sat,1,Clear
Swargate,28.776273679570323,156.20000000000002,11,Sat,1,Clear
University Circle,23.02101894365626,198.79999999999998,11,Sat,1,Clear
Hadapsar,34.53152841548439,102.24000000000001,11,Sat,1,Clear
Kothrud,40.28678315139845,133.125,11,Sat,1,Clear
Hinjewadi,12.94087658175431,402.5,23,Sun,0,Rainy
Swargate,24.26414359078933,495.88000000000005,23,Sun,0,Rainy
University Circle,9.705657436315732,450.79999999999995,23,Sun,0,Rainy
Hadapsar,24.26414359078933,231.84000000000003,23,Sun,0,Rainy
Kothrud,39.63143453162257,301.875,23,Sun,0,Rainy
Hinjewadi,28.663201387233716,85.0,15,Tue,0,Clear
Swargate,35.829001734042144,74.80000000000001,15,Tue,0,Clear
University Circle,28.663201387233716,95.19999999999999,15,Tue,0,Clear
Hadapsar,42.99480208085057,61.2,15,Tue,0,Clear
Kothrud,50.160602427659,51.0,15,Tue,0,Clear
Hinjewadi,6.709924980789082,360.0,8,Mon,1,Rainy
Swargate,12.581109338979529,316.8,8,Mon,0,Rainy
University Circle,5.032443735591811,403.2,8,Mon,1,Rainy
Hadapsar,12.581109338979529,259.2,8,Mon,0,Rainy
Kothrud,20.54914525366656,216.0,8,Mon,0,Rainy
Hinjewadi,10.048203091475871,95.0,4,Thu,0,Clear
Swargate,12.560253864344839,83.60000000000001,4,Thu,0,Clear
University Circle,10.048203091475871,106.39999999999999,4,Thu,0,Clear
Hadapsar,15.072304637213806,68.4,4,Thu,0,Clear
Kothrud,18.0,57.0,4,Thu,0,Clear
Hinjewadi,4.370201495259368,350.0,7,Sat,0,Rainy
Swargate,8.194127803611316,308.0,7,Sat,0,Rainy
University Circle,3.2776511214445265,392.0,7,Sat,0,Rainy
Hadapsar,8.194127803611316,201.60000000000002,7,Sat,0,Rainy
Kothrud,13.383742079231816,262.5,7,Sat,0,Rainy
Hinjewadi,19.460470928932626,215.0,12,Sat,0,Clear
Swargate,24.32558866116578,189.20000000000002,12,Sat,1,Clear
University Circle,19.460470928932626,240.79999999999998,12,Sat,1,Clear
Hadapsar,29.190706393398937,123.84000000000002,12,Sat,0,Clear
Kothrud,34.05582412563209,161.25,12,Sat,0,Clear
Hinjewadi,9.278335145155019,392.5,0,Thu,0,Clear
Swargate,12.0,345.40000000000003,0,Thu,0,Clear
University Circle,9.278335145155019,439.59999999999997,0,Thu,0,Clear
Hadapsar,15.0,282.6,0,Thu,0,Clear
Kothrud,18.0,235.5,0,Thu,0,Clear
Hinjewadi,33.62617919551201,462.5,20,Tue,1,Clear
Swargate,42.03272399439001,407.00000000000006,20,Tue,1,Clear
University Circle,33.62617919551201,518.0,20,Tue,1,Clear
Hadapsar,50.43926879326801,333.0,20,Tue,1,Clear
Kothrud,58.84581359214601,277.5,20,Tue,1,Clear
Hinjewadi,32.69206115131544,262.5,12,Wed,0,Clear
Swargate,40.8650764391443,231.00000000000003,12,Wed,1,Clear
University Circle,32.69206115131544,294.0,12,Wed,1,Clear
Hadapsar,49.038091726973164,189.0,12,Wed,0,Clear
Kothrud,57.21110701480202,157.5,12,Wed,0,Clear
Hinjewadi,38.831358319178484,350.0,7,Wed,0,Clear
Swargate,48.5391978989731,308.0,7,Wed,0,Clear
University Circle,38.831358319178484,392.0,7,Wed,0,Clear
Hadapsar,58.247037478767716,252.0,7,Wed,0,Clear
Kothrud,67.95487705856233,210.0,7,Wed,0,Clear
Hinjewadi,13.38491483224681,477.5,16,Sun,0,Clear
Swargate,16.731143540308512,588.28,16,Sun,1,Clear
University Circle,13.38491483224681,534.8,16,Sun,0,Clear
Hadapsar,20.077372248370214,275.04,16,Sun,0,Clear
Kothrud,23.423600956431915,358.125,16,Sun,0,Clear
Hinjewadi,29.101534786623922,82.5,7,Thu,0,Clear
Swargate,36.3769184832799,72.60000000000001,7,Thu,0,Clear
University Circle,29.101534786623922,92.39999999999999,7,Thu,0,Clear
Hadapsar,43.65230217993588,59.4,7,Thu,0,Clear
Kothrud,50.92768587659186,49.5,7,Thu,0,Clear
Hinjewadi,17.021387379112053,97.5,7,Sun,0,Foggy
Swargate,21.276734223890067,120.12,7,Sun,0,Foggy
University Circle,17.021387379112053,109.19999999999999,7,Sun,0,Foggy
Hadapsar,25.53208106866808,56.160000000000004,7,Sun,0,Foggy
Kothrud,29.78742791344609,73.125,7,Sun,0,Foggy
Hinjewadi,38.14097879233345,55.25,5,Fri,0,Foggy
Swargate,47.67622349041681,37.400000000000006,5,Fri,0,Foggy
University Circle,38.14097879233345,47.599999999999994,5,Fri,0,Foggy
Hadapsar,57.21146818850017,30.6,5,Fri,0,Foggy
Kothrud,66.74671288658352,25.5,5,Fri,0,Foggy
Hinjewadi,6.862528543466424,380.0,17,Sun,1,Rainy
Swargate,12.867241018999545,468.16,17,Sun,1,Rainy
University Circle,5.146896407599818,425.59999999999997,17,Sun,1,Rainy
Hadapsar,12.867241018999545,218.88000000000002,17,Sun,1,Rainy
Kothrud,21.01649366436592,285.0,17,Sun,0,Rainy
Hinjewadi,33.972064462235316,182.5,1,Wed,0,Clear
Swargate,42.46508057779414,160.60000000000002,1,Wed,0,Clear
University Circle,33.972064462235316,204.39999999999998,1,Wed,0,Clear
Hadapsar,50.958096693352964,131.4,1,Wed,0,Clear
Kothrud,59.451112808911795,109.5,1,Wed,0,Clear
Hinjewadi,12.490384582192481,495.0,19,Wed,1,Clear
Swargate,15.6129807277406,435.6,19,Wed,1,Clear
University Circle,12.490384582192481,554.4,19,Wed,1,Clear
Hadapsar,18.73557687328872,356.40000000000003,19,Wed,1,Clear
Kothrud,21.85817301883684,297.0,19,Wed,1,Clear
Hinjewadi,4.930781615524541,95.0,9,Sun,1,Rainy
Swargate,9.245215529108512,117.04,9,Sun,1,Rainy
University Circle,3.698086211643405,106.39999999999999,9,Sun,1,Rainy
Hadapsar,9.245215529108512,54.720000000000006,9,Sun,1,Rainy
Kothrud,15.100518697543901,71.25,9,Sun,1,Rainy
Hinjewadi,8.676794347181321,495.0,12,Mon,0,Clear
Swargate,12.0,435.6,12,Mon,1,Clear
University Circle,8.676794347181321,554.4,12,Mon,1,Clear
Hadapsar,15.0,356.40000000000003,12,Mon,0,Clear
Kothrud,18.0,297.0,12,Mon,0,Clear
Hinjewadi,20.415128140732364,260.0,23,Thu,0,Clear
Swargate,25.518910175915455,228.8,23,Thu,0,Clear
University Circle,20.415128140732364,291.2,23,Thu,0,Clear
Hadapsar,30.622692211098546,187.20000000000002,23,Thu,0,Clear
Kothrud,35.72647424628163,156.0,23,Thu,0,Clear
Hinjewadi,9.426979401375013,437.5,23,Thu,0,Rainy
Swargate,17.67558637757815,385.00000000000006,23,Thu,0,Rainy
University Circle,7.07023455103126,489.99999999999994,23,Thu,0,Rainy
Hadapsar,17.67558637757815,315.0,23,Thu,0,Rainy
Kothrud,28.870124416710976,262.5,23,Thu,0,Rainy
Hinjewadi,24.190653047517813,177.5,13,Wed,0,Clear
Swargate,30.238316309397266,156.20000000000002,13,Wed,1,Clear
University Circle,24.190653047517813,198.79999999999998,13,Wed,0,Clear
Hadapsar,36.28597957127672,127.8,13,Wed,0,Clear
Kothrud,42.33364283315617,106.5,13,Wed,0,Clear
Hinjewadi,19.494679903446094,471.25,22,Fri,0,Clear
Swargate,24.368349879307615,319.0,22,Fri,0,Clear
University Circle,19.494679903446094,406.0,22,Fri,0,Clear
Hadapsar,29.242019855169136,261.0,22,Fri,0,Clear
Kothrud,34.11568983103066,217.5,22,Fri,0,Clear
Hinjewadi,15.498402100816861,272.5,11,Sat,1,Clear
Swargate,19.373002626021076,239.8,11,Sat,1,Clear
University Circle,15.498402100816861,305.2,11,Sat,1,Clear
Hadapsar,23.24760315122529,156.96000000000004,11,Sat,1,Clear
Kothrud,27.122203676429507,204.375,11,Sat,1,Clear
Hinjewadi,23.523029119345285,372.5,21,Thu,1,Clear
Swargate,29.403786399181605,327.8,21,Thu,1,Clear
University Circle,23.523029119345285,417.2,21,Thu,1,Clear
Hadapsar,35.28454367901792,268.2,21,Thu,0,Clear
Kothrud,41.165300958854246,223.5,21,Thu,1,Clear
Hinjewadi,28.01387040533099,70.0,0,Wed,0,Clear
Swargate,35.017338006663735,61.60000000000001,0,Wed,0,Clear
University Circle,28.01387040533099,78.39999999999999,0,Wed,0,Clear
Hadapsar,42.02080560799648,50.4,0,Wed,0,Clear
Kothrud,49.02427320932922,42.0,0,Wed,0,Clear
Hinjewadi,35.03565073313627,390.0,16,Fri,0,Clear
Swargate,43.79456341642034,264.0,16,Fri,1,Clear
University Circle,35.03565073313627,336.0,16,Fri,0,Clear
Hadapsar,52.553476099704405,216.0,16,Fri,0,Clear
Kothrud,61.31238878298847,180.0,16,Fri,0,Clear
Hinjewadi,13.567276784697714,185.0,17,Mon,1,Clear
Swargate,16.959095980872142,162.8,17,Mon,1,Clear
University Circle,13.567276784697714,207.2,17,Mon,1,Clear
Hadapsar,20.35091517704657,133.20000000000002,17,Mon,1,Clear
Kothrud,23.742734373220998,111.0,17,Mon,0,Clear
Hinjewadi,6.645268108692854,125.0,9,Tue,1,Rainy
Swargate,12.4598777037991,110.00000000000001,9,Tue,1,Rainy
University Circle,4.98395108151964,140.0,9,Tue,1,Rainy
